Vendor Code,Company,County,Address,City,State,Zip
123181,H&H JOBBING INC,In LA County,3316 PICO BLVD,SANTA MONICA,California,90405
44952,ENVIRONMENTAL ENGINEERING,In LA County,3312 BARNES CIRCLE,GLENDALE,California,91208
170394,MATTHEW GEIGER,In LA County,331 W CHESTNUT AVE,MONROVIA,California,91016
185599,NTS COMMUNICATIONS,In LA County,3301 S BROADWAY,LOS ANGELES,California,90007
105311,ENVIRONMENTAL TREATMENT & TECHNOLOGY INC,In LA County,3275 WALNUT AVENUE,SIGNAL HILL,California,90755
179485,DISTINCTIVETECH LLC,In LA County,324 E FOOTHILL BLVD STE 203,ARCADIA,California,91006
206750,LUZ M CHACON,In LA County,3229 STOCKBRIDGE AVE,LOS ANGELES,California,90032
160493,BUTERA & JOCHEN,In LA County,32264 CASTAIC ROAD,CASTAIC,California,91384
517818,"ILLUMINOUS ENTERPRISES, INC.",In LA County,3225 BELLE RIVER DR.,HACIENDA HEIGHTS,California,91745
141199,MARIANNE NEMES,In LA County,3218 CHEVIOT VISTA PL,LOS ANGELES,California,90034
134674,CLEAN ENVIRONMENTAL INC,In LA County,321 E 47TH PLACE,LOS ANGELES,California,90011
168442,HOLOS INC,In LA County,321 AVENIDA LLC,N HOLLYWOOD,California,91606
134640,"BORETTI, INC.",Outside of LA County,3206 N DINUBA BLVD,VISALIA,California,93291
506525,DAVIS BLUE PRINT CO INC,In LA County,3205 N. MAIN ST.,LOS ANGELES,California,90031
128960,KT INDUSTRIES INC.,In LA County,3203 FLETCHER DRIVE,LOS ANGELES,California,90065
170378,NATIONAL EAGLE SECURITY INC.,In LA County,3200 WILSHIRE BLVD STE 1208,LOS ANGELES,California,90010
156854,HILLTOP ENGINEERING AND CONSTRUCTION CORP,In LA County,319 REES ST,PLAYA DEL REY,California,90293
151748,"BARBARA L. HALL, PE, INC.",In LA County,318 WEST EVERGREEN AVENUE,MONROVIA,California,91016
500532,LANCASTER PLUMBING SUPPLIES INC,In LA County,317 W. AVENUE I,LANCASTER,California,93534
194572,REX WILDE,In LA County,317 1/2 S AVENUE 55,LOS ANGELES,California,90042
178770,CATALYST ENVIRONMENTAL SOLUTIONS CORPORATION,In LA County,315 MONTANA AVE # 311,SANTA MONICA,California,90403
150188,AMERICAN TRANSPORTATION SYSTEMS,In LA County,3133 E SOUTH ST,LONG BEACH,California,90805
121633,"A-TECH SYSTEMS, INC.",In LA County,"3129 S. HACIENDA BLVD, SUITE 416",HACIENDA HEIGHTS,California,91745
172080,ARC CONSTRUCTION INC,In LA County,3123 HARMONY PLACE,LA CRESCENTA,California,91214
133264,"C. R. & A CUSTOM APPAREL, INC.",In LA County,312 W. PICO BLVD.,LOS ANGELES,California,90015
199062,GLADEO INC,In LA County,3110 MAIN ST,SANTA MONICA,California,90405
210574,SEASIDE COMPANIES LLC,Out of State,30951 HICKORY HILL RD,MILLSBORO,Delaware,19966
517143,HARBOR AREA GANG ALTERNATIVES PROGRAM,In LA County,309 W. OPP ST.,WILMINGTON,California,90744
204198,TAYLOR PRINTING COMPANY LLC,In LA County,3088 N CLYBOURN AVE,BURBANK,California,91505
175228,"BUSINESS U, INC.",Outside of LA County,30767 GATEWAY PL,RMV,California,92694
187696,"HALLSTA 360, INC.",In LA County,306 S MYRTLE AVE FL 2,MONROVIA,California,91016
187696,"HALLSTA 360, INC.",In LA County,306 S MYRTLE AVE,MONROVIA,California,91016
109859,ADVANCED INFRASTRUCTURE TECHNOLOGIES LLC,In LA County,3055 KASHIWA STREET,TORRANCE,California,90505
175412,ROBERT BURGESS,Outside of LA County,305 HATTEN RD,SEASIDE,California,93955
505843,DAVE WILLIAMS,In LA County,3047 TYLER AVE.,EL MONTE,California,91731
142169,"VISION ELECTRIC WHOLESALE, INC",In LA County,3044 W. MAIN ST.,ALHAMBRA,California,91801
173097,ROBIN O'CONNELL,In LA County,3044 PAULA DRIVE,SANTA MONICA,California,90405
125418,GEORGE HILLS COMPANY,Outside of LA County,3043 GOLD CANAL DR STE 200,RANCHO CORDOVA,California,95670
169970,TONY M RUFFOLO,In LA County,3042 E. CALIFORNIA BLVD.,PASADENA,California,91107
187276,ALICIA DIAZ,In LA County,3037 CUDAHY STREET,HUNTINGTON PARK,California,90255
818,CALOX INC,In LA County,3034 FIERRO ST.,LOS ANGELES,California,90065
521546,NEW ECONOMICS FOR WOMEN,In LA County,303 LOMA DR,LOS ANGELES,California,90017
118972,INTEGRATED ENGINEERING MANAGEMENT,In LA County,302 W 5TH ST,SAN PEDRO,California,90731
145333,"STEEL EXCHANGE, INCORPORATED",In LA County,302 W 5TH ST,SAN PEDRO,California,90731
147015,TRILLAMED LLC,Out of State,30100 TELEGRAPH RD STE 366,BINGHAM FARMS,Michigan,48025
171911,"ON TARGET ELECTRIC, INC.",Outside of LA County,3002 DOW AVE BLDG 100 STE 132,TUSTIN,California,92780
171911,"ON TARGET ELECTRIC, INC.",Outside of LA County,3002 DOW AVE,TUSTIN,California,92780
506348,TRIANGLE TRUCK PARTS INC.,In LA County,300 S. IRWINDALE AVE.,AZUSA,California,91702
100595,"GATEWAY SCIENCE & ENGINEERING,INC.",In LA County,300 N LAKE AVE,PASADENA,California,91101
208162,"SCALECAPACITY, INC.",In LA County,300 N 3RD ST STE 260,BURBANK,California,91502
210321,GOLDEN PIG COLLECTION LLC,Outside of LA County,300 E ESPLANADE DR STE 900,OXNARD,California,93036
118419,"HULS ENVIRONMENTAL MANAGEMENT,LLC",Outside of LA County,29911 NIGUEL RD,LAGUNA NIGUEL,California,92607
155018,"TOTAL RECALL CAPTIONING, INC.",In LA County,29629 CANWOOD ST.,AGOURA HILLS,California,91301
59116,ORION ENVIRONMENTAL INC.,In LA County,2955 REDONDO AVE,LONG BEACH,California,90806
143025,"TALLAL, INC.",In LA County,29500 HEATHERCLIFF RD,MALIBU,California,90265
181094,"GRAFFITI SHIELD, INC.",Outside of LA County,2940 E LA PALMA AVE STE D,ANAHEIM,California,92806
202258,PROED CONSULTING AND STAFFING INC,In LA County,2934 E GARVEY AVE S,WEST COVINA,California,91791
152079,FACTORY DIRECT DISTRIBUTION CORP,In LA County,2930 SUPPLY AVE,COMMERCE,California,90040
178720,"VERMONT OUTLET, INC.",In LA County,2929 S. VERMONT AVENUE,LOS ANGELES,California,90007
44187,ALHAMBRA GLASS CO INC,In LA County,2904 W. VALLEY BLVD.,ALHAMBRA,California,91803
170427,ELEVATING SALES CORP.,Outside of LA County,2903 SATURN ST STE C,BREA,California,92821
170427,ELEVATING SALES CORP.,Outside of LA County,2903 SATURN ST STE C,BREA,California,92821
152163,"LIVEVIEWGPS, INC.",In LA County,29021 AVE SHERMAN STE 103,VALENCIA,California,91355
519912,FSY ARCHITECTS INC.,In LA County,"2902 KNOX AVE., 2ND FLOOR",LOS ANGELES,California,90039
30742,PARAMOUNT MATTRESS INC,In LA County,2900 E. OLYMPIC BLVD.,LOS ANGELES,California,90023
201894,RESMED 1 LLC (CA),Outside of LA County,28807 ROSEISLE CT,MENIFEE,California,92584
145696,"AEGIS HC, LLC",Outside of LA County,28511 SILVERTON DR,LAGUNA NIGUEL,California,92677
142173,EFS WEST,In LA County,28472 CONSTELLATION RD,VALENCIA,California,91355
142368,AMMMM INC,In LA County,28364 SOUTH WESTERN AVE STE 402,RANCHO PALOS VERDES,California,90275
155039,"ACCESS PACIFIC, INC.",In LA County,2835 SIERRA GRANDE ST,PASADENA,California,91107
189440,FIRE STARTER STUDIOS,In LA County,28348 CONSTELLATION RD,SANTA CLARITA,California,91355
171038,"INTELLIGENT FIRE SYSTEMS & SOLUTIONS, INC.",In LA County,28338 CONSTELLATION RD,VALENCIA,California,91355
171038,"INTELLIGENT FIRE SYSTEMS & SOLUTIONS, INC.",In LA County,28338 CONSTELLATION RD,VALENCIA,California,91355
122107,SAFE ENVIRONMENT ENGINEERING,In LA County,28318 CONSTELLATION RD,VALENCIA,California,91355
512124,LOS ANGELES CONSERVATION CORPS,In LA County,2824 S. MAIN ST.,LOS ANGELES,California,90007
170932,SLB PRINTING INC,In LA County,2818 S ROBERTSON BVD,LOS ANGELES,California,90034
164285,KACEY ROUNTREE,In LA County,2812 HERMOSITA DRIVE,GLENDALE,California,91208
522450,TEAGUE CUSTOM MARINE,In LA County,28115 AVENUE STANFORD,VALENCIA,California,91355
205443,AMY TRINH,In LA County,280 S LEMON AVE UNIT 402,WALNUT,California,91788
28700,"POWERLAND EQUIPMENT, INC.",Outside of LA County,27943 VALLEY CENTER RD.,VALLEY CENTER,California,92082
181979,CROWN TROPHY OF SANTA CLARITA,In LA County,27811 AVENUE HOPKINS STE 7,VALENCIA,California,91355
210925,"SENSE TECHNOLOGY SOLUTIONS, LLC.",In LA County,27648 SKYLARK LN,SANTA CLARITA,California,91350
212279,"WADECO BUSINESS CENTER, LLC",In LA County,27305 LIVE OAK RD,CASTAIC,California,91384
512997,SEPCO EARTHSCAPE INC,In LA County,2730 WILSHIRE BLVD STE 660,SANTA MONICA,California,90403
170466,HADI  PISHDADIAN,In LA County,2727 WEST VALLEY BLVD,ALHAMBRA,California,91803
185029,ARTS FOR HEALING AND JUSTICE NETWORK,In LA County,2727 E ANAHEIM ST,LONG BEACH,California,90804
517389,SANTA CLARITA VALLEY COMMITTEE ON AGING CORP.,In LA County,27180 GOLDEN VALLEY RD,SANTA CLARITA,California,91350
51881,FAR EAST LANDSCAPE & MAINTENANCE INC,In LA County,27118 COLEBROOK PL,VALENCIA,California,91354
187313,IGNITED LLC,In LA County,2711 N SEPULVEDA BLVD # 202,MANHATTAN BCH,California,90266
177249,BOYLE HEIGHTS ARTS CONSERVATORY,In LA County,2708 E CESAR E CHAVEZ AVE # 101,LOS ANGELES,California,90033
211911,EDUARDO ESCUTIA,In LA County,2702 HANAWALT ST,LA VERNE,California,91750
34147,PLUMBING & INDUSTRIAL SUPPLY,In LA County,2700 S SANTE FE AVE.,VERNON,California,90058
62973,ELECTRIC SERVICE & SUPPLY CO OF PASADENA,In LA County,2668 E FOOTHILL BLVD,PASADENA,California,91107
100189,AURORA INDUSTRIAL HYGIENE INC,In LA County,2667 E 28TH ST STE 512,SIGNAL HILL,California,90755
179953,AP SAFETY,In LA County,2667 E 28TH ST STE 509,SIGNAL HILL,California,90755
100189,AURORA INDUSTRIAL HYGIENE INC,In LA County,2667 E 28TH ST,SIGNAL HILL,California,90755
179953,AP SAFETY,In LA County,2667 E 28TH ST,SIGNAL HILL,California,90755
56710,ARROW RESTAURANT EQUIPMENT & SUPPLIES INC,In LA County,26512 OAK TERRACE PL,VALENCIA,California,91381
506099,KALBAN INC,In LA County,26450 RUETHER AVE,SANTA CLARITA,California,91350
111456,LINCOLN TRAINING CENTER,In LA County,2643 LOMA AVE.,SOUTH EL MONTE,California,91733
505696,PROJECT IMPACT,In LA County,2640 INDUSTRY WAY.,LYNWOOD,California,90262
187354,"VETUP, LLC",In LA County,26375 PIAZZA DI SARRO,SANTA CLARITA,California,91321
185384,RC LAO AIR CONDITIONING,In LA County,2620 ORANGE GROVE AVE,ALHAMBRA,California,91803
109531,"MULTI W SYSTEMS, INC.",In LA County,2615 STROZIER AVE.,EL MONTE,California,91733
173783,WESTERN INDOOR ENVIRONMENTAL SERVICES,In LA County,2609 W BEVERLY BLVD,MONTEBELLO,California,90640
187026,THE SAUCE CREATIVE SERVICES CORP,In LA County,2600 S CALIFORNIA AVE STE C,MONROVIA,California,91016
164470,PMCS GROUP INC.,In LA County,2600 E PACIFIC COAST HWY,LONG BEACH,California,90804
157534,RELEVANT-IT,In LA County,25876 THE OLD RD PMB 302,STEVENSON RNH,California,91381
173212,"BAE URBAN ECONOMICS, INC.",Outside of LA County,2560 9TH ST,BERKELEY,California,94710
173212,"BAE URBAN ECONOMICS, INC.",Outside of LA County,2560 9TH ST,BERKELEY,California,94710
213451,FOREVERLAMP INC.,In LA County,2550 W 237TH ST,TORRANCE,California,90505
183499,D & S SECURITY INC,In LA County,2550 CORPORATE PL STE C107,MONTEREY PARK,California,91754
157552,"ONYX ARCHITECTS, INC.",In LA County,2540 E COLORADO BLVD,PASADENA,California,91107
207219,WILBERT KIGULU,In LA County,254 N LAKE AVE # 128,PASADENA,California,91101
123894,"SAFETYVIBE, INC.",In LA County,2530 CORPORATE PL,MONTEREY PARK,California,91754
187035,CG RESOURCE MANAGEMENT AND ENGINEERING,In LA County,2529 AMHERST ST,LA VERNE,California,91750
180346,DIANA M ADAROS,Outside of LA County,2525 N BOURBON ST,ORANGE,California,92865
195621,"AVENUE HOME CARE, INC",Outside of LA County,2515 PIONEER AVE STE 3,VISTA,California,92081
212963,ALPINE TECHNOLOGIES LLC,In LA County,2510 W 237TH ST STE 19,TORRANCE,California,90505
142713,JAIME HERNANDEZ,In LA County,"25040 AVENUE TIBBITTS, UNIT #E",VALENCIA,California,91355
194096,ZHAN PAUL KING,In LA County,2502 EL SOL,ALTADENA,California,91001
503082,"PARENTS ANONYMOUS, INC",In LA County,"250 WEST FIRST STREET, SUITE 250",CLAREMONT,California,91711
199335,GOD'S PANTRY,In LA County,250 E CENTER ST,POMONA,California,91767
164178,TALIN BAHADARIAN,In LA County,24980 GREENSBRIER DR.,STEVENSON RANCH,California,91381
132373,ADVANCED WINDOW FILM SOLUTIONS INC,In LA County,2464 W WASHINGTON BLVD,LOS ANGELES,California,90018
28943,"PORTER BOILER SERVICE, INC.",In LA County,2460 CERRITOS AVE.,SIGNAL HILL,California,90755
146460,ABSOLUTE ACCURACY INC,In LA County,2451 RIVERSIDE DRIVE,LOS ANGELES,California,90039
166716,"ALAN J. TERRANO CO., INC.",In LA County,24307 MAGIC MOUNTAIN PKWY # 229,VALENCIA,California,91355
177054,"VMA COMMUNICATIONS, INC",In LA County,243 OBERLIN AVE,CLAREMONT,California,91711
184368,"TEC-LINK, LLC",In LA County,241 S MARKET #4,INGLEWOOD,California,90301
161303,"SO-CAL INSULATION, INC.",In LA County,2401 EADS STREET,LOS ANGELES,California,90031
148807,3 WEST CAPITAL INC.,In LA County,24007 VENTURA BLVD,CALABASAS,California,91302
213965,"HAZMAT RESOURCE, INC.",Outside of LA County,2400 CELSIUS AVE STE H,OXNARD,California,93030
202915,AMERICAN POLYMERS LLC,In LA County,2380 E 51ST ST,VERNON,California,90058
158171,"VISTAM, INC.",In LA County,2375 WALNUT AVE.,SIGNAL HILL,California,90755
191034,APEX INTEGRATED DISTRIBUTION LLC,Outside of LA County,2372 MORSE AVE STE 162,IRVINE,California,92614
178215,POWER CAPITAL MANAGEMENT,In LA County,23679 CALABASAS ROAD 539,CALABASAS,California,91302
154928,CPM ONE SOURCE INC,In LA County,"23679 CALABASAS RD., #186",CALABASAS,California,91302
105066,UNISERVE FACILITIES SERVICES CORP,In LA County,2363 S ATLANTIC BLVD,COMMERCE,California,90040
183516,REM SUPPLY INC,In LA County,236 W MOUNTAIN ST,PASADENA,California,91103
174941,"EVITARUS, INC.",In LA County,2355 WESTWOOD BLVD,LOS ANGELES,California,90064
172298,BCA WATSON RICE LLP,In LA County,2355 CRENSHAW BLVD.,TORRANCE,California,90501
210920,GL PLUMBING SERVICE,In LA County,2355 COWLIN AVE,COMMERCE,California,90040
505984,INTERIOR DEMOLITION INC,In LA County,23508 PINE ST,NEWHALL,California,91321
505984,INTERIOR DEMOLITION INC,In LA County,23508 PINE ST,NEWHALL,California,91321
44939,DUTHIE ELECTRIC SERVICE CORP,In LA County,2335 E CHERRY INDUSTRIAL CIR,LONG BEACH,California,90805
103291,CALIFORNIA INTEGRATED SOLUTIONS INC,In LA County,23341 GOLDEN SPRINGS DRIVE,DIAMOND BAR,California,91765
153330,TRIDENT SUPPLY INCORPORATED,In LA County,23341 GOLDEN SPRINGS DR STE 101,DIAMOND BAR,California,91765
153330,TRIDENT SUPPLY INCORPORATED,In LA County,23341 GOLDEN SPRINGS DR,DIAMOND BAR,California,91765
153330,TRIDENT SUPPLY INCORPORATED,In LA County,23341 GOLDEN SPRINGS DR,DIAMOND BAR,California,91765
200878,DREADNOUGHT ENDEAVORS INC,In LA County,23332 PARK MARIPOSA,CALABASAS,California,91302
187924,"ENVIRONMENTAL OUTREACH STRATEGIES, INC.",In LA County,23285 PARK ENSENADA,CALABASAS,California,91302
209598,MONARKA DEVELOPMENT CORPORATION,In LA County,2327 SOUTHWEST DR,LOS ANGELES,California,90043
207452,"MAMMOTH RX, INC",Outside of LA County,23151 ALCALDE DR STE A2,LAGUNA HILLS,California,92653
123380,LTSC COMMUNITY DEVELOPMENT CORPORATION,In LA County,231 E. 3RD ST. STE. G106,LOS ANGELES,California,90013
176964,KHUSH COOPER & ASSOCIATES,In LA County,23029 COLLINS ST,WOODLAND HLS,California,91367
185419,"ROSE CITY COFFEE, LLC",In LA County,2302 E COLORADO BLVD,PASADENA,California,91107
133842,INSTANT INFOSYSTEMS,In LA County,2301 W 190TH ST,TORRANCE,California,90504
190811,BAYINFOTECH,Outside of LA County,2300 1ST ST STE D336,LIVERMORE,California,94550
187683,G&G MECHANICAL INC.,In LA County,230 E AVENUE K4 STE 7,LANCASTER,California,93535
182417,"NH ENVIRONMENTAL, INC.",In LA County,229 N. CALIFORNIA AVE,CITY OF INDUSTRY,California,91744
200195,"TERI & YAKI ASIAN COMFORT FOOD #3, INC.",In LA County,229 N LAKE AVE,PASADENA,California,91101
211164,INSSKI INC.,In LA County,22704 VENTURA BLVD PMB 141,WOODLAND HLS,California,91364
206102,V & Z ENTERPRISES INC.,In LA County,22647 VENTURA BLVD PMB 411,WOODLAND HLS,California,91364
110023,TRINUS CORPORATION,In LA County,225 S LAKE AVE,PASADENA,California,91101
190116,ROY E WHITEHEAD INC.,Outside of LA County,2245 VIA CERRO,RIVERSIDE,California,92509
199058,THE MACLEAN GROUP LLC,Outside of LA County,2233 WATT AVE STE 296,SACRAMENTO,California,95825
169805,"NO SWEAT HEATING AND AIR CONDITIONING, INC.",In LA County,22325 HARBOR RIDGE LANE UNIT 5,TORRANCE,California,90502
199293,JON S HEYMAN,In LA County,22320 WARMSIDE AVE,TORRANCE,California,90505
184143,"INFINITY GOVERNMENT PROCUREMENT CONSULTING, LLC",In LA County,223 S GLENDORA AVE,GLENDORA,California,91741
205305,"ENTOURAGE TRANSPORTATION, LLC.",In LA County,22287 MULHOLLAND HWY,CALABASAS,California,91302
176472,PRIME ELECTRIC WHOLESALE CORP.,In LA County,2220 W. MAIN STREET,ALHAMBRA,California,91801
188711,TANO LOGISTICS LLC,In LA County,222 W 6TH ST STE 400,SAN PEDRO,California,90731
189925,TIBURON INDUSTRIAL INC,In LA County,222 W 6TH ST,SAN PEDRO,California,90731
131748,"LINCUS, INC.",In LA County,222 E HUNTINGTON DR,MONROVIA,California,91016
215308,"CAY INDUSTRIES, LLC",In LA County,2219 W OLIVE AVE,BURBANK,California,91506
52375,THE MACHADO ENVIRONMENTAL CORP,In LA County,2219 BROADVIEW DR,GLENDALE,California,91208
100446,TRANSLATING SERVICES INC,In LA County,22141 VENTURA BLVD,WOODLAND HLS,California,91364
32724,BRIAN ZIMMERMAN PHOTOGRAPHICS,In LA County,"22114 S. VERMONT AVE., STE. 103",TORRANCE,California,90502
137826,"SEBASTIAN WATERWORKS, INC.",In LA County,221 W POMONA BLVD,MONTEREY PARK,California,91754
137826,"SEBASTIAN WATERWORKS, INC.",In LA County,221 W POMONA BLVD,MONTEREY PARK,California,91754
61135,NAKATOMI & ASSOCIATES INC,In LA County,2207 COLBY AVENUE,LOS ANGELES,California,90064
117286,EPIDAURUS,In LA County,2202 S FIGUEROA ST PMB #717,LOS ANGELES,California,90007
172357,WESTON INDUSTRIES INC.,In LA County,220 W 8TH ST,SAN PEDRO,California,90731
513874,DON WOLF & ASSOCIATES INC,In LA County,21955 PLUMMER STREET,CHATSWORTH,California,91311
178124,"NUTECH PRINT AND APPAREL, INC.",In LA County,21814 1/2 S VERMONT AVE,TORRANCE,California,90502
173924,ALLIANCE FOR COMMUNITY EMPOWERMENT,In LA County,21801 SHERMAN WAY,CANOGA PARK,California,91305
183625,MASSOUD KARIMZADEH,In LA County,2180 S BEVERLY GLEN BLVD,LOS ANGELES,California,90025
121874,AVALON RAFTS SALES & SERVICE,In LA County,218 N. MARINE AVE.,WILMINGTON,California,90744
120489,CALIFORNIA HEALTH & SAFETY INC,In LA County,21720 S WILMINGTON AVE STE 307,LONG BEACH,California,90810
126740,LAURA NIXHOLM,In LA County,"21704 DEVONSHIRE ST., # 144",CHATSWORTH,California,91311
107361,"LIN CONSULTING, INC",In LA County,"21660 COPLEY DR., STE. 270",DIAMOND BAR,California,91765
149940,SHARESQUARED INC,In LA County,2155 VERDUGO BLVD SUITE 33,MONTROSE,California,91020
185921,"SOUTHBAY SUPPLIERS, LLC",In LA County,21515 HAWTHORNE BLVD,TORRANCE,California,90503
126275,"IMAGE QUEST PLUS, LLC",In LA County,215 N MARENGO AVE FL 3,PASADENA,California,91101
168482,SOUTHWEST FIRE PROTECTION CO.,In LA County,215 E. EL SUR STREET,MONROVIA,California,91016
187772,GUNDARA DESIGN INC.,In LA County,21439 CELTIC COURT,CHATSWORTH,California,91311
185078,INDEPENDENCE CAPITAL LLC,In LA County,214 W 49TH ST,LOS ANGELES,California,90037
60679,PROFESSIONAL REFINISHING ORG,In LA County,214 S 5TH AVE,LA PUENTE,California,91746
190179,"SILVER STAR MOVERS, INC.",In LA County,2132 W 237TH ST,TORRANCE,California,90501
174165,LEKSON INC,In LA County,21309 NORWALK BLVD #53,HAWAIIAN GARDENS,California,90716
136260,"CONSTANT AND ASSOCIATES, INC.",In LA County,21250 HAWTHORNE BLVD STE 400,TORRANCE,California,90503
100045,CHOYASSOCIATES,In LA County,21250 HAWTHORNE BLVD,TORRANCE,California,90503
140193,HH FREMER ARCHITECTS,In LA County,2120 WILSHIRE BLVD,SANTA MONICA,California,90403
189738,"J. ROSE INDUSTRIES, LLC",In LA County,2110 ARTESIA BOULEVARD #488,REDONDO BEACH,California,90278
193505,"ALL PRO SIGNS, INC.",In LA County,2107 BORDER AVE,TORRANCE,California,90501
178217,THE GREGGROUP INC,In LA County,2106 ROCKEFELLER LN UNIT E,REDONDO BEACH,California,90278
124955,KAL KRISHNAN CONSULTING,In LA County,2101 E EL SEGUNDO BLVD,EL SEGUNDO,California,90245
157512,REBEL VAN LINES,In LA County,2100 S ALAMEDA ST,COMPTON,California,90221
6662,GRACE COMMUNICATIONS INC,In LA County,210 S SPRING ST,LOS ANGELES,California,90012
122867,HOT SHOTS ATHLETIC APPAREL INC,In LA County,20947 CURRIER RD UNIT E,WALNUT,California,91789
508085,"LINSCOTT, LAW & GREENSPAN ENG.",In LA County,20931 BURBANK BLVD,WOODLAND HLS,California,91367
118972,INTEGRATED ENGINEERING MANAGEMENT,Outside of LA County,2091 SALT AIR DR,SANTA ANA,California,92705
172138,TRIANGLE SPORTS INCORPORATED,In LA County,209 S 9TH AVE,LA PUENTE,California,91746
166962,"ORGANICSORB, LLC",In LA County,208 E 6TH ST STE C17,LOS ANGELES,California,90014
166962,"ORGANICSORB, LLC",In LA County,208 E 6TH ST,LOS ANGELES,California,90014
173724,INNOVATIVE INSPECTION SERVICES INC,In LA County,20775 S WESTERN AVE STE 101,TORRANCE,California,90501
208056,ADERSA GROUP LLC,In LA County,207 W 138TH ST,LOS ANGELES,California,90061
144452,"SRFS, INC",In LA County,20615 VANOWEN ST,WINNETKA,California,91306
191334,MARGARET MANNING,In LA County,20614 BUDLONG AVE,TORRANCE,California,90502
182445,"STEELMAN BUILD & CONSTRUCTION, INC.",In LA County,2058 N MILLS AVE NUM 224,CLAREMONT,California,91711
182149,"CORONADO DISTRIBUTION COMPANY, INC.",Outside of LA County,205 W 35TH ST,NATIONAL CITY,California,91950
57091,"MARRS SERVICES, INC.",In LA County,205 S BROADWAY STE 618,LOS ANGELES,California,90012
31075,ALCO TARGET COMPANY INC,In LA County,2048 CENTRAL AVE,DUARTE,California,91010
176366,"SJD&B, INC.",In LA County,20451 VALLEY BLVD,WALNUT,California,91789
119972,SPECTRUM ENVIRONMENTAL SERVICE,In LA County,20434 CORISCO ST,CHATSWORTH,California,91311
507514,UNIVERSAL REPROGRAPHICS INC,In LA County,2043 PONTIUS AVENUE,LOS ANGELES,California,90025
199971,LOTUS DESIGNS LLC,In LA County,2041 W 109TH ST,LOS ANGELES,California,90047
170080,TOTAL CORPORATE SOLUTIONS,In LA County,20335 S WESTERN AVE,TORRANCE,California,90501
176413,ENVIRO PRODUCTS WEST INC,In LA County,2029 VERDUGO BLVD,MONTROSE,California,91020
117886,"PARKER LIGHTING, INC.",In LA County,201 WEST MANCHESTER BLVD,INGLEWOOD,California,90301
179357,"PRECISE WEIGHING SYSTEMS, INC.",In LA County,20011 JACANA CT,SANTA CLARITA,California,91351
186200,"CLASSIC FLOOR CARE, INC.",In LA County,2001 E FINANCIAL WAY STE 104,GLENDORA,California,91741
171022,"VERDICAL GROUP, INC.",In LA County,199 S LOS ROBLES AVE,PASADENA,California,91101
47964,IMAGING PRODUCTS INTERNATIONAL INC,In LA County,19849 NORDHOFF ST,NORTHRIDGE,California,91324
52590,"SALAM INTERNATIONAL, INC.",Outside of LA County,19781 PAULING,FOOTHILL RANCH,California,92610
189554,COLEMAN EQUIPMENT RENTALS LLC,In LA County,1973 W 48TH ST,LOS ANGELES,California,90062
104573,"EPIC LAND SOLUTIONS, INC.",In LA County,1971 W 190TH ST,TORRANCE,California,90504
104573,"EPIC LAND SOLUTIONS, INC.",In LA County,1971 W 190TH ST,TORRANCE,California,90504
182718,WITH LOVE MARKET AND CAFE,In LA County,1969 S. VERMONT AVE.,LOS ANGELES,California,90007
137619,GREEN MOUNTAIN CORPORATION,In LA County,19501 S SANTA FE AVE STE 100,E RNCHO DMNGZ,California,90221
198576,KNIGHTFOX LOGISTICS LLC,In LA County,1947 E 123RD ST,COMPTON,California,90222
198576,KNIGHTFOX LOGISTICS LLC,In LA County,1947 E 123RD ST,COMPTON,California,90222
198576,KNIGHTFOX LOGISTICS LLC,In LA County,1947 E 123RD ST,COMPTON,California,90222
108118,GRAND STANDS INC,In LA County,1946 S MYRTLE AVE,MONROVIA,California,91016
196549,"FRESHLUNCHES, INC.",In LA County,19431 BUSINESS CENTER DR,NORTHRIDGE,California,91324
196549,"FRESHLUNCHES, INC.",In LA County,19431 BUSINESS CENTER DR,NORTHRIDGE,California,91324
192877,CERVUS INC.,In LA County,19425 SOLEDAD CANYON RD,CANYON CNTRY,California,91351
111875,"UNIQUE IMAGE, INC.",In LA County,"19365 BUSINESS CENTER DR., STE. 4",NORTHRIDGE,California,91324
35767,"AXIOM MEDICAL, INC.",In LA County,19320 SOUTH VAN NESS AVENUE,TORRANCE,California,90501
186870,RJ NAUTICAL,In LA County,1930 E CARSON ST,CARSON,California,90810
190698,"THUNDERCAT TECHNOLOGY, LLC",Out of State,1925 ISAAC NEWTON SQ E STE 180,RESTON,Virginia,20190
57072,"KAR WING TRADING CO., INC",In LA County,1923 FRANK STILES ST,S EL MONTE,California,91733
180612,A-BEST INDUSTRIAL INC.,In LA County,1911 N GAFFEY STREET,SAN PEDRO,California,90731
184368,"TEC-LINK, LLC",Out of State,19101 CLIMBING ASTER DR,TAMPA,Florida,33647
507037,"UNITED DIESEL SERVICE, INC.",In LA County,1903 PENN MAR AVE.,SOUTH EL MONTE,California,91733
188454,ALEX AND EDIZEN LLC,In LA County,1901 OCEAN FRONT WALK APT 3,VENICE,California,90291
52547,KH CONSULTING GROUP,In LA County,"1901 AVENUE OF THE STARS, STE. 200",LOS ANGELES,California,90067
170927,RELIABLE MONITORING SERVICES,In LA County,1899 FREEMAN AVE,SIGNAL HILL,California,90755
170927,RELIABLE MONITORING SERVICES,In LA County,1899 FREEMAN AVE,SIGNAL HILL,California,90755
