Vendor Code,Company,County,Address,City,State,Zip
170515,"MONACO MECHANICAL, INC.",In LA County,5742 VENICE BOULEVARD,LOS ANGELES,California,90019
163692,BUY SUPPLIES 4 LESS,In LA County,5737 KANAN RD. #136,AGOURA HILLS,California,91301
138028,ALLIED NETWORK SOLUTIONS,Outside of LA County,5718 LONETREE BLVD,ROCKLIN,California,95765
159717,"FENTON TRANSCRIPTION, LLC",Outside of LA County,5700 CORSA AVE,WESTLAKE VILLAGE,California,91362
177672,L. A. WORKS INC.,In LA County,570 WEST AVE 26  STE 400,LOS ANGELES,California,90065
6482,CRAIG WELDING SUPPLY,In LA County,5670 S SANTA FE AVE,VERNON,California,90058
191628,TIM COGSHELL PRODUCTIONS,In LA County,563 N MARENGO AVE,PASADENA,California,91101
111107,THE WALL LAS MEMORIAS PROJECT,In LA County,5619 MONTE VISTA ST,LOS ANGELES,California,90042
112526,CALIFORNIA COMPRESSOR INC,Outside of LA County,5592 BUCKINGHAM DRIVE,HUNTINGTON BEACH,California,92649
142776,APPLIED MECHANICAL ENGINEERING INC,In LA County,557 N TOLAND AVE,WEST COVINA,California,91790
179432,STILLWATER SCIENCES,In LA County,555 W. 5TH STREET,LOS ANGELES,California,90013
190008,V3GATE LLC,Out of State,555 MIDDLE CREEK PKWY,COLORADO SPGS,Colorado,80921
199327,MELVIN PALENCIA,Outside of LA County,5541 ARROW HWY STE F,MONTCLAIR,California,91763
186724,"PRO TINT, INC",In LA County,5528 ROSEMEAD BLVD,TEMPLE CITY,California,91780
198627,"AMERICAN TRAFFIC BARRICADE & SAFETY COMPANY, INC.",In LA County,552 E CARSON ST STE 104-10,CARSON,California,90745
181599,"SHARPLINE SOLUTIONS, INC",In LA County,545 N RIMSDALE AVE UNIT 1546,COVINA,California,91722
179924,"TAKE A BYTE, INC.",In LA County,545 FINNEY CT.,GARDENA,California,90248
42711,J.C.M. & ASSOCIATES INC.,In LA County,5443 E. WASHINGTON BLVD.,CITY OF COMMERCE,California,90040
111512,SWIFT LEE OFFICE,In LA County,543 S RAYMOND AVE,PASADENA,California,91105
33404,ACTION DOOR REPAIR CORP,In LA County,5420 MALABAR STREET,HUNTINGTON PARK,California,90255
33404,ACTION DOOR REPAIR CORP,In LA County,5420 MALABAR ST,HUNTINGTON PARK,California,90255
196984,"BBD ADVANTAGE, INC",In LA County,5404 WHITSETT AVE,VALLEY VLG,California,91607
159004,LOGIXSERVICE INC,In LA County,5353 W IMPERIAL HWY STE 900,LOS ANGELES,California,90045
132397,MINDS ON EDUCATION INC,In LA County,5312 DERRY AVE,AGOURA HILLS,California,91301
108307,TAYLOR WALK INC,In LA County,5304 DERRY AVE STE U,AGOURA HILLS,California,91301
188924,CAUSEIMPACTS,In LA County,5301 W 119TH PL,INGLEWOOD,California,90304
147249,"ZUSSER COMPANY, INC.",In LA County,"528 PALISADES DR., SUITE 504",LOS ANGELES,California,90272
163141,BRILLIANT CORNERS,In LA County,527 W 7TH ST,LOS ANGELES,California,90014
166532,KNIGHTSBRIDGE INDUSTRIES INC.,In LA County,527 N. AZUSA AVE,COVINA,California,91722
200291,GOODSIDES LLC,In LA County,5250 LANKERSHIM BLVD,N HOLLYWOOD,California,91601
2458,REFRIG. CONTRACTING & MAINT.,In LA County,5250 EAST WASHINGTON BLVD,CITY OF COMMERCE,California,90040
150407,THE ENERGY COALITION,Outside of LA County,525 TECHNOLOGY DR,IRVINE,California,92618
171022,"VERDICAL GROUP, INC.",In LA County,525 S HEWITT ST,LOS ANGELES,California,90013
156332,"VINIEGRA & VINIEGRAARCHITECTURE, LLP",In LA County,5232 OTIS AVE.,TARZANA,California,91356
210331,DELTA FOOD SERVICE MANAGEMENT,In LA County,5230 CONEY RD,LOS ANGELES,California,90032
187575,MODERN CORNERSTONE BUILDERS,In LA County,5213 LA CRESCENTA AVE,LA CRESCENTA,California,91214
188996,"J.R.L.R. ENTERPRISES, INC.",In LA County,5211 E WASHINGTON BLVD STE 2-206,COMMERCE,California,90040
34147,PLUMBING & INDUSTRIAL SUPPLY,In LA County,5181 W SAN FERNANDO RD,LOS ANGELES,California,90039
34147,PLUMBING & INDUSTRIAL SUPPLY,In LA County,5181 SAN FERNANDO RD W,LOS ANGELES,California,90039
187691,KARIM SAAFIR PHOTOGRAPHY,In LA County,5174 W SLAUSON AVE,LOS ANGELES,California,90056
519341,JUDITH SEGAL PHD.,In LA County,517 NORTH ALTA DRIVE,BEVERLY HILLS,California,90210
146623,MAJESTIC FIRE INC,In LA County,5160 VAN NUYS BLVD STE 257,SHERMAN OAKS,California,91403
515010,PLUMBING WHOLESALE OUTLET INC,In LA County,516 N FAIR OAKS AVE,PASADENA,California,91103
140608,LOS ANGELES UNIVERSAL PRESCHOOL,In LA County,515 S FIGUEROA ST,LOS ANGELES,California,90071
145500,"OAK TREE CONSTRUCTION, INC.",In LA County,5149 CATALON AVE.,WOODLAND HILLS,California,91364
181424,TRI-XECUTEX CORPORATION,In LA County,512 E. BONITA AVE,SAN DIMAS,California,91773
195621,"AVENUE HOME CARE, INC",Outside of LA County,5115 AVENIDA ENCINAS,CARLSBAD,California,92008
185718,"GRBCON, INC.",In LA County,5114 ELTON ST,BALDWIN PARK,California,91706
120191,INDUSTRIAL MAINTENANCE SUPPLY INC,In LA County,511 FIFTH ST UNIT F,SAN FERNANDO,California,91340
104240,DEL RICHARDSON & ASSOCIATES,In LA County,510 S. LA BREA AVE,INGLEWOOD,California,90301
56710,ARROW RESTAURANT EQUIPMENT & SUPPLIES INC,Outside of LA County,5061 ARROW HWY,MONTCLAIR,California,91763
145309,AIR CLEAN ENVIRONMENTAL INC,In LA County,5053 HEINTZ ST,BALDWIN PARK,California,91706
204764,EMPLOY CALIFORNIA,In LA County,5050 E 2ND ST,LONG BEACH,California,90853
526213,BEST WAY MARBLE & TILE,In LA County,5037 TELEGRAPH RD,LOS ANGELES,California,90022
121731,APPLOON THE MURDOCK CORP.,In LA County,5032 MEADOW WOOD AVE,LAKEWOOD,California,90712
183827,"LA TERRA BUILDING SOLUTIONS, LLC",In LA County,5016 EAGLE ROCK BLVD STE 1,LOS ANGELES,California,90041
183827,"LA TERRA BUILDING SOLUTIONS, LLC",In LA County,5016 EAGLE ROCK BLVD,LOS ANGELES,California,90041
116466,HARDER+COMPANY COMMUNITY RESEARCH,Outside of LA County,501 WASHINGTON ST,SAN DIEGO,California,92103
171500,VCLOUD TECH INC.,Out of State,500 WESTOVER DR # 12540,SANFORD,North Carolina,27330
56701,WESTRIDGE ASSOCIATES,In LA County,500 S FIGUEROA,LOS ANGELES,California,90071
180080,CENTER FOR EMPLOYMENT OPPORTUNITIES,Out of State,50 BROADWAY,NEW YORK,New York,10004
177957,NAME ON THE LINE ADVERTISING LLC,In LA County,5 MILE MEDIA,PASADENA,California,91109
195818,JACOB A YANES,In LA County,4955 1/2 SYCAMORE TER,LOS ANGELES,California,90042
193694,PARS EQUALITY CENTER,In LA County,4954 VAN NUYS BLVD,SHERMAN OAKS,California,91403
199711,JOSE FUENTES,In LA County,4931 WHITTIER BLVD,LOS ANGELES,California,90022
144443,WIRELESS INNOVATION SOLUTION I,In LA County,4917 GLACIER DR,LOS ANGELES,California,90041
194317,HIGH SPEED LOGISTICS INC,Outside of LA County,4876 SANTA MONICA AVE,SAN DIEGO,California,92107
211703,"SIGN ZONE, INC.",In LA County,4873 MELROSE AVE,LOS ANGELES,California,90029
502072,"JJJ FLOOR COVERING, INC.",In LA County,4831-A PASSONS BLVD,PICO RIVERA,California,90660
144442,CITADEL CPM INC,In LA County,482 S ARROYO PKWY,PASADENA,California,91105
154453,YATES TRUCKING INC,In LA County,4817 W AVENUE N,QUARTZ HILL,California,93536
529724,SWA ARCHITECTS,In LA County,48 E. HOLLY ST.,PASADENA,California,91103
186006,"RIPE MEDIA, INC.",In LA County,4789 VINELAND AVE,N HOLLYWOOD,California,91602
138234,MJK CONSTRUCTION INC,Outside of LA County,4780 CHEYENNE WAY,CHINO,California,91710
140648,SUNWEST ENGINEERING,Outside of LA County,4780 CHEYENNE WAY,CHINO,California,91710
207329,1 A SERVICE,In LA County,4776 DOZIER ST,LOS ANGELES,California,90022
148067,DICK NIGRA INSPECTIONS INC,In LA County,4735 OAKADO PLACE,LA CANADA,California,91011
204768,ACE BROKERAGE AND TRANSPORT LLC,In LA County,"4730 W 173RD ST, UNIT G",LAWNDALE,California,90260
125632,COMPUTER 1 PRODUCTS OF AMERICA,In LA County,4712 E 2ND ST UNIT 136,LONG BEACH,California,90803
191037,"BEYOND 2000 ENTERPRISES, LLC",In LA County,4712 ADMIRALTY WAY # 994,MARINA DL REY,California,90292
56888,SPECIALTY DOORS AND AUTOMATION,In LA County,4700 LONG BEACH BLVD,LONG BEACH,California,90805
203984,"MCMAVERICK, INC.",Outside of LA County,4653 CARMEL MOUNTAIN RD,SAN DIEGO,California,92130
504823,CLARKE CONTRACTING CORPORATION,In LA County,4646 MANHATTAN BEACH BLVD.,LAWNDALE,California,90260
504823,CLARKE CONTRACTING CORPORATION,In LA County,4646 MANHATTAN BEACH BLVD,LAWNDALE,California,90260
192142,"OHANAVETS, INC.",In LA County,4640 ADMIRALTY WAY STE 500,MARINA DL REY,California,90292
197786,"TRYFACTA, INC.",Outside of LA County,4637 CHABOT DR STE 100,PLEASANTON,California,94588
37039,SUPERIOR ELECTRIC MOTOR SERV,In LA County,4622 ALCOA AVE,VERNON,California,90058
56491,BAR/SCAN INC,Outside of LA County,"4607 LAKEVIEW CANYON ROAD, #596",WESTLAKE VILLAGE,California,91361
516751,CENTER FOR HEALTH CARE RIGHTS,In LA County,4601 WILSHIRE BLVD,LOS ANGELES,California,90010
516751,CENTER FOR HEALTH CARE RIGHTS,In LA County,4601 WILSHIRE BLVD,LOS ANGELES,California,90010
111854,R.L. KLEIN & ASSOCIATES,In LA County,46 PENINSULA CTR # 298,RLLNG HLS EST,California,90274
111854,R.L. KLEIN & ASSOCIATES,In LA County,46 E PENINSULA CENTER DR,ROLLING HILLS ESTATES,California,90274
8030,LITTLEJOHN REULAND CORP,In LA County,4575 PACIFIC BLVD.,VERNON,California,90058
8030,LITTLEJOHN REULAND CORP,In LA County,4575 PACIFIC BLVD,VERNON,California,90058
42545,PJ HILTON & ASSOCIATES,In LA County,457 WEST ALLEN AVE STE 106,SAN DIMAS,California,91773
161728,GEO-ADVANTEC INC,In LA County,457 W ALLEN AVE STE 113,SAN DIMAS,California,91773
506335,LEE DIBLOSI,In LA County,457 31ST STREET,MANHATTAN BEACH,California,90266
169227,LINDA R GATSON-WARD,In LA County,4569 DON DIEGO DR,LOS ANGELES,California,90008
154408,"GERONIMO CONCRETE, INC",In LA County,4560 HUNTINGTON DR N,LOS ANGELES,California,90032
101336,ATHENA ENGINEERING INC.,In LA County,456 EAST FOOTHILL BOULEVARD,SAN DIMAS,California,91773
180965,"NR DEVELOPMENT, INC.",Outside of LA County,4559 FOXBOROUGH DR,FONTANA,California,92336
179157,WENGER FURNITURE AND APPLIANCES CO,In LA County,4552 WHITTIER BLVD,LOS ANGELES,California,90022
172781,SOUTHERN CALIFORNIA FLAGPOLE COMPANY INC,In LA County,4551 YORK BLVD,LOS ANGELES,California,90041
185197,LUMOS TRANSFORMS,In LA County,454 N AVENUE 56 # 1,LOS ANGELES,California,90042
183044,GAMES ON WHEELZ,In LA County,453 S SPRING ST STE 400,LOS ANGELES,California,90013
170720,CLC PUBLICIDAD,In LA County,4528 STERN AVE,SHERMAN OAKS,California,91423
60698,SOURCE PROMOTIONS INC,In LA County,4526 COLDWATER CANYON AVE,STUDIO CITY,California,91604
200296,EQUIPMENT CONNECTION INC,In LA County,45259 23RD ST W,LANCASTER,California,93536
160245,AMAZING BALLOONS BY GEE,In LA County,4516 W. BROADWAY AVE.,HAWTHORNE,California,90250
170136,PATRICIA SONTAG,In LA County,4513 NIPOMO AVENUE,LAKEWOOD,California,90713
100045,CHOYASSOCIATES,In LA County,4511 W. 171ST STREET,LAWNDALE,California,90260
179797,ALAS MEDIA,In LA County,451 S BRAND BLVD,SAN FERNANDO,California,91340
212510,EAST LOS TACOS,In LA County,4500 E CESAR E CHAVEZ AVE,LOS ANGELES,California,90022
211460,"PAT V MACK, INC",Out of State,450 8TH AVE SE,ST PETERSBURG,Florida,33701
160695,PAVING THE WAY FOUNDATION,In LA County,44818 FERN AVE,LANCASTER,California,93534
189473,SALT LANDSCAPE ARCHITECTS INC,In LA County,448 S HILL ST STE 708,LOS ANGELES,California,90013
191269,LOST ANGELS CHILDREN'S PROJECT,In LA County,44528 BEECH AVE,LANCASTER,California,93534
111179,PEERLESS MATERIALS COMPANY,In LA County,4442 E 26TH STREET,VERNON,California,90058
111179,PEERLESS MATERIALS COMPANY,In LA County,4442 E 26TH ST,VERNON,California,90058
63235,"ANIL VERMA ASSOCIATES, INC.",In LA County,"444 S. FLOWER ST., STE. 1688",LOS ANGELES,California,90071
186151,"MOZAIC MEDIA & COMMUNICATIONS, INC.",In LA County,444 S FLOWER ST,LOS ANGELES,California,90071
211040,"WILLIAM SCHAEFER CONSTRUCTION, INC.",In LA County,44391 STANRIDGE AVE,LANCASTER,California,93535
195787,NATIONAL WILDFIRE PROTECTION SERVICE LLC,In LA County,44218 GILLAN AVE,LANCASTER,California,93535
186979,GOURMET PAPER PLATES,In LA County,44214 HEATON AVE,LANCASTER,California,93534
131116,DOWNTOWN WOMEN'S CENTER,In LA County,442 S SAN PEDRO ST,LOS ANGELES,California,90013
200017,"360 MEDICAL, LLC.",In LA County,441 W ALLEN AVE STE 119,SAN DIMAS,California,91773
207787,"THILLERY GROUP, LLC",In LA County,43928 FALLON DR,LANCASTER,California,93535
141782,EAST LA WHOLESALE ELECTRIC,In LA County,4385 EAST OLYMPIC BLVD,LOS ANGELES,California,90023
167201,"COMPATIOR, INC.",In LA County,4363 TWEEDY BLVD,SOUTH GATE,California,90280
146436,HUB CITIES CAREER CENTER,In LA County,4354 TWEEDY BLVD,SOUTH GATE,California,90280
133842,INSTANT INFOSYSTEMS,In LA County,435 N PACIFIC COAST HWY STE 300,REDONDO BEACH,California,90277
515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,4335 W ADAMS BLVD,LOS ANGELES,California,90018
515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,4335 W ADAMS BLVD,LOS ANGELES,California,90018
515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,4335 W ADAMS BLVD,LOS ANGELES,California,90018
161846,NLESYSTEMS INC,In LA County,433 W. COLORADO ST,GLENDALE,California,91204
152921,ELEVATORS ETC,In LA County,4327 E CESAR CHAVEZ AVE,LOS ANGELES,California,90022
123762,OCEAN SIDE HOME HEALTH  SERVICES INC,In LA County,"4322 WILSHIRE BOULEVARD, SUITE 208",LOS ANGELES,California,90010
7544,WESTERN TRUCK EXCHANGE,In LA County,432 W. MANCHESTER AVE.,LOS ANGELES,California,90003
115404,SELBERT PERKINS DESIGN,In LA County,432 CULVER BLVD,PLAYA DEL REY,California,90293
504652,GARVEY EQUIPMENT COMPANY,In LA County,430 S PINE ST,SAN GABRIEL,California,91776
155173,"JLEE ENGINEERING, INC",In LA County,430 S GARFIELD AVE SUITE #301,ALHAMBRA,California,91801
103548,THREE D PLASTICS INC,In LA County,430 N. VARNEY ST.,BURBANK,California,91502
130335,SPADARO ENTERPRISES INC,In LA County,42612 8TH ST W,LANCASTER,California,93534
201425,MICHAEL NOBLEZA,In LA County,426 W OLIVE ST,INGLEWOOD,California,90301
511218,ECONO WEST INC,In LA County,42332 1/2 10TH ST W,LANCASTER,California,93534
208450,NOEMY MACIEL,Outside of LA County,422 S LEMON AVE,ONTARIO,California,91761
214899,BLUETEK UNLIMITED LLC,In LA County,4219 ALDERSON AVE,BALDWIN PARK,California,91706
207237,GALPH ENTERPRISES,In LA County,4211 W TOLUCA LAKE LN,BURBANK,California,91505
183677,"IMAGEN, INC",In LA County,421 E ROUTE 66,GLENDORA,California,91740
165378,"R&K MEDICAL, INC",In LA County,4205 SAN FERNANDO RD,GLENDALE,California,91204
113065,"A-1 ELECTRIC SERVICE CO., INC.",In LA County,4204 SO. SEPULVEDA BL.,CULVER  CITY,California,90230
173398,ECONOMY TREE CARE,In LA County,"4201 LONG BEACH BLVD, STE. 222",LONG BEACH,California,90807
186683,PLACE AND PAGE LLC,In LA County,420 W AVENUE 33,LOS ANGELES,California,90031
41089,UNITED RIGGERS & ERECTORS INC.,In LA County,4188 VALLEY BLVD.,WALNUT,California,91789
41089,UNITED RIGGERS & ERECTORS INC.,In LA County,4188 VALLEY BLVD.,WALNUT,California,91789
155842,FIRST CLASS PLUMBING CO,Outside of LA County,41804 SIERRA DR,THREE RIVERS,California,93271
521832,CITY TERRACE SERVICE INC,In LA County,4167 WHITESIDE ST,LOS ANGELES,California,90063
203080,US2U SERVICES,In LA County,41545 YANCEY LN,QUARTZ HILL,California,93536
193760,CLEO WARE AND BRANDI BUTLER,In LA County,41545 YANCEY LN,QUARTZ HILL,California,93536
506313,DIESELTRON INC,In LA County,4150 E. WASHINGTON BLVD.,LOS ANGELES,California,90023
126335,"PARTY PRONTO, INC.",In LA County,4131 LIVE OAK AVENUE,ARCADIA,California,91006
131302,CALLOR SALES,In LA County,4125 NOVEL COURT,HACIENDA HEIGHTS,California,91745
171983,"AAA ATTORNEY SERVICES II, INC",Outside of LA County,"4122 E. CHAPMAN AVE, STE 24",ORANGE,California,92869
161778,"STUDENTNEST, INC.",In LA County,411 N CENTRAL AVE,GLENDALE,California,91203
131930,"CALVADA SURVEYING, INC.",Outside of LA County,"411 JENKS CIRCLE, SUITE 205",CORONA,California,92880
210911,GOMEZ IT SERVICES,In LA County,41021 RIVEROCK LN,PALMDALE,California,93551
205701,"WORLD FOOD BANK, KITCHEN, AND URBAN FARM",In LA County,410 S VAN NESS AVE,LOS ANGELES,California,90020
205701,"WORLD FOOD BANK, KITCHEN, AND URBAN FARM",In LA County,410 S VAN NESS AVE,LOS ANGELES,California,90020
200253,ANTELOPE VALLEY COMMUNITY UPLIFT FOUNDATION,In LA County,410 E AVENUE K12,LANCASTER,California,93535
153725,ALFRED R MERCADO,Outside of LA County,4091 S WILDFLAX PASEO,ONTARIO,California,91761
203526,RACAIA INC.,In LA County,409 W OLYMPIC BLVD,LOS ANGELES,California,90015
151808,ANTELOPE VALLEY PARTNERS FOR HEALTH,In LA County,4083 W AVENUE L PMB 370,LANCASTER,California,93536
151808,ANTELOPE VALLEY PARTNERS FOR HEALTH,In LA County,4083 W AVENUE L PMB 370,LANCASTER,California,93536
100913,DONALD R STULL,In LA County,4083 W AVENUE L PMB 232,LANCASTER,California,93536
529089,JULIE MITCHELL,In LA County,408 S. DARWOOD AVE.,SAN DIMAS,California,91773
199351,WOULD WORKS,In LA County,407 E PICO BLVD,LOS ANGELES,California,90015
199351,WOULD WORKS,In LA County,407 E PICO BLVD,LOS ANGELES,California,90015
205533,WLG INC,In LA County,40437 10TH ST W,PALMDALE,California,93551
205551,LUV N' POPCORN LLC,In LA County,40107 RONAR ST,PALMDALE,California,93591
193708,CERTIFIED SAFE DRIVER INC.,In LA County,4000 E VALLEY BLVD STE 104,WALNUT,California,91789
159340,"BUDLONG & ASSOCIATES, INC.",Outside of LA County,400 W VENTURA BLVD STE 240,CAMARILLO,California,93010
167247,ARISE HOSPITALITY SOLUTIONS LLC,In LA County,40 NORTH ALTADENA DRIVE,PASADENA,California,91107
167247,ARISE HOSPITALITY SOLUTIONS LLC,In LA County,40 NORTH ALTADENA DRIVE,PASADENA,California,91107
187285,"EARTHCHEM INDUSTRIAL SUPPLY, LLC",Outside of LA County,39789 VISTA RD,HEMET,California,92543
136905,SERVICON SYSTEMS INC,In LA County,3965 LANDMARK ST,CULVER CITY,California,90232
136905,SERVICON SYSTEMS INC,In LA County,3965 LANDMARK ST,CULVER CITY,California,90232
213734,CASKIE GOODS LLC,In LA County,3950 VALLEY BLVD STE B,WALNUT,California,91789
200663,S3DVBE,Outside of LA County,3941 PARK DR STE 20-142,EL DORADO HLS,California,95762
169056,MICHEL A KOZAK,In LA County,3940 LAUREL CANYON BLVD.,STUDIO CITY,California,91604
180133,P AND S SCAFFOLD SERVICES INC,In LA County,3939 ATLANTIC AVE,LONG BEACH,California,90807
18841,"NATIONAL EMBLEM, INC.",In LA County,3925 E. VERNON ST.,LONG BEACH,California,90810
113464,PLUMBERS DEPOT INC,In LA County,3921 W. 139TH ST.,HAWTHORNE,California,90250
186684,CICERO BROTHERS ENTERPRISES LLC,In LA County,3920 VALLEY BLVD STE A,WALNUT,California,91789
107027,CONSOLIDATED MECHANICAL AIR CONDITIONING & HEATING INC,In LA County,3848 E COLORADO BLVD SUITE 4,PASADENA,California,91107
107027,CONSOLIDATED MECHANICAL AIR CONDITIONING & HEATING INC,In LA County,3848 E COLORADO BLVD,PASADENA,California,91107
214114,LA PIPE & SUPPLY INC,In LA County,382 N LEMON AVE # 102,WALNUT,California,91789
100130,CALIFORNIA ARBOR CARE INC,In LA County,3770 E. GRAND AVENUE,POMONA,California,91766
160430,SISTAHFRIENDS,In LA County,3756 SANTA ROSALIA DR STE C219,LOS ANGELES,California,90008
163982,TURNING POINT ALCOHOL & DRUG EDUCATION PROGRAM INC,In LA County,3756 SANTA ROSALIA DR STE 617,LOS ANGELES,California,90008
160430,SISTAHFRIENDS,In LA County,3756 SANTA ROSALIA DR,LOS ANGELES,California,90008
142763,"HIGH DENSITY, INC.",In LA County,375 REDONDO AVE # 472,LONG BEACH,California,90814
117286,EPIDAURUS,In LA County,3745 SOUTH GRAND AVENUE,LOS ANGELES,California,90007
140533,RADIOWAVE MARKETING & PROMOTIONS,In LA County,3740 MOORE STREET,LOS ANGELES,California,90066
509772,INDUSTRIAL SPECIALTY PRODUCTS,In LA County,3731A SAN GABRIEL RIVER PKWY.,PICO RIVERA,California,90660
208813,JON A SCHULTZ,In LA County,3730 INDUSTRY AVE,LAKEWOOD,California,90712
501192,KOREATOWN YOUTH & COMMUNITY,In LA County,3727 W 6TH ST STE 300,LOS ANGELES,California,90020
199941,GUIDING PRINCIPLES TECHNOLOGY INC,In LA County,3711 LONG BEACH BLVD STE 500,LONG BEACH,California,90807
513983,"E.W. MOON, INC.",In LA County,3710 SOUTH ROBERTSON BLVD,CULVER CITY,California,90232
201619,SOLA COMMUNITY PEACE CENTER,In LA County,3651 S VERMONT AVE,LOS ANGELES,California,90007
211478,KELLY POFAHL,In LA County,36507 RODEO ST,PALMDALE,California,93552
163451,CSDA DESIGN GROUP INC,Outside of LA County,364 BUSH ST FL 2,SAN FRANCISCO,California,94104
63138,CARD INTEGRATORS,Outside of LA County,3625 SERPENTINE DR,LOS ALAMITOS,California,90720
175859,VET NATIONAL INC,Outside of LA County,3621 STATE ST,SANTA BARBARA,California,93105
160284,PACIFIC ENGINEERS GROUP,In LA County,3611 CAHUENGA BLVD W FL 1,LOS ANGELES,California,90068
174723,US ROCK CORPORATION,In LA County,3609 W. CHAPMAN LANE,INGLEWOOD,California,90305
131235,A-PLUS SUPERIOR SANITATION,In LA County,3601 SMITH AVE,ACTON,California,93510
120288,"SIMPSON & SIMPSON MANAGEMENT CONSULTING, INC",In LA County,3600 WILSHIRE BLVD STE 1710,LOS ANGELES,California,90010
190895,"EFFICIENT AIRE MECHANICAL, INC",In LA County,360 E 2ND ST,LOS ANGELES,California,90012
190895,"EFFICIENT AIRE MECHANICAL, INC",In LA County,360 E 2ND ST,LOS ANGELES,California,90012
506494,INSTITUTE FOR MULTICULTURAL,In LA County,"3580 WILSHIRE BLVD., STE. 2000",LOS ANGELES,California,90010
137040,FAITH AND COMMUNITY EMPOWERMENT,In LA County,3550 WILSHIRE BLVD STE 736,LOS ANGELES,California,90010
137040,FAITH AND COMMUNITY EMPOWERMENT,In LA County,3550 WILSHIRE BLVD,LOS ANGELES,California,90010
123400,"POWER-TECH ENGINEERS, INC.",In LA County,"355 S. LEMON AVE., STE. A",WALNUT,California,91789
172309,"LOTUS USA, INC.",In LA County,355 S GRAND AVE,LOS ANGELES,California,90071
174665,PARTY PLANET SUPPLIES INC,In LA County,3545 E 1ST ST,LOS ANGELES,California,90063
511690,STEMAR EQUIPMENT SUPPLY,In LA County,353 S CENTRAL AVE,LOS ANGELES,California,90013
186797,SQUARE SIGNS LLC,In LA County,3520 W VALHALLA DR,BURBANK,California,91505
112305,ASBESTOS INSTANT RESPONSE INC.,In LA County,3517 W. WASHINGTON BLVD.,LOS ANGELES,California,90018
152423,TAYLOR FLAG & BANNER CO,In LA County,3508 KNOXVILLE AVE.,LONG BEACH,California,90808
149245,EXMED INC.,In LA County,3500 W OLIVE AVE,BURBANK,California,91505
107413,JCE STRUCTURAL ENGINEERING GROUP INC,In LA County,35 HUGUS ALLEY STE 211,PASADENA,California,91103
172012,EVERPARK,In LA County,3470 WILSHIRE BLVE SUITE 940,LOS ANGELES,California,90010
108271,"THE KULIT GROUP, INC.",In LA County,347 W ARBOR VITAE ST,INGLEWOOD,California,90301
167777,GUADALUPE RODRIGUEZ,In LA County,3468 GARNET STREET,LOS ANGELES,California,90023
151427,KAMBRIAN CORPORATION,In LA County,346 N AZUSA AVE,LA PUENTE,California,91744
149561,TSG ENTERPRISES INC,In LA County,3452 E FOOTHILL BLVD,PASADENA,California,91107
142649,ABCO DEVELOPMENT CORPORATION,In LA County,3435 WILSHIRE BLVD STE 2365,LOS ANGELES,California,90010
59054,"L TECH NETWORK SERVICES, INC.",In LA County,3424A GARFIELD AVE,COMMERCE,California,90040
160503,HORIZON MECHANICAL CONTRACTORS OF CALIFORNIA,In LA County,34234 MOUNTAIN PL,ACTON,California,93510
104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,In LA County,342 SAN FERNANDO RD,LOS ANGELES,California,90031
104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,In LA County,342 N SAN FERNANDO RD,LOS ANGELES,California,90031
104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,In LA County,342 N SAN FERNANDO RD,LOS ANGELES,California,91307
188885,CAB COMMUNICATIONS,In LA County,3417 W BEVERLY BLVD,MONTEBELLO,California,90640
209075,ERSEVON LLC,In LA County,3415 S SEPULVEDA BLVD,LOS ANGELES,California,90034
209075,ERSEVON LLC,In LA County,3415 S SEPULVEDA BLVD,LOS ANGELES,California,90034
192865,YOUTH N MOTION ACADEMY INCORPORATED,In LA County,3403 W 43RD ST,LOS ANGELES,California,90008
106358,AHR SIGNS INC,In LA County,3400 N SAN FERNANDO RD,LOS ANGELES,California,90065
210885,360MEDIA83 L.L.C,Outside of LA County,3400 COTTAGE WAY STE G2,SACRAMENTO,California,95825
520245,P.A.T.H.,In LA County,340 N MADISON AVE.,LOS ANGELES,California,90004
171989,"AF&S PRODUCTS & SERVICES, INC.",Outside of LA County,34 MARRICOPA CT.,PALM DESERT,California,92211
189471,"KISBA CONTRACTING, INC.",Outside of LA County,337 N VINEYARD AVE,ONTARIO,California,91764
189085,HIGH PERFORMANCE MOBILE GAMING LLC,In LA County,3355 N WHITE AVE,LA VERNE,California,91750
512266,R.P. LAURAIN & ASSOCIATES,In LA County,"3353 LINDEN AVENUE, SUITE 200",LONG BEACH,California,90807
106326,MANAGED CAREER SOLUTIONS SOCIAL PURPOSE CORPORATION,In LA County,3333 WILSHIRE BLVD.,LOS ANGELES,California,90010
178179,"LAUSD STUDENT HEALTH SERVICES SUPPORT FUND, INC.",In LA County,333 S BEAUDRY AVE FL 29-205,LOS ANGELES,California,90017
208137,DYSON & WOMACK,In LA County,3327 VERDUGO RD,LOS ANGELES,California,90065
156870,LOS ANGELES METROPOLITAN CHURCHES,In LA County,3320 S CENTRAL AVE,LOS ANGELES,California,90011
